TIPO DE MORTE;HORA;BAIRRO DA OCORRENCIA;LOGRADOURO DA OCORRENCIA;GENERO;ETNIA;IDADE;PROFISSAO;ESCOLARIDADE;INSTRUMENTO UTILIZADO;MES;DIA;DIA DA SEMANA;FAIXA ;HORARIO APROXIMADO;TURNO
HOMICIDIO;23:38;NEÓPOLIS;AV AYRTON SENNA;MASCULINO;BRANCA;22;VIGILANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;fevereiro;26;quarta-feira;ADULTO;24;NOTURNO
MATRICIDIO;22:05;NEÓPOLIS;R CAMPANARIO Nº 4934;FEMININO;BRANCA;80;APOSENTADO(A);NI;ARMA BRANCA;fevereiro;9;domingo;IDOSO;22;NOTURNO
HOMICIDIO;18:00;NEÓPOLIS;R DOS IPES;MASCULINO;NEGRA;29;DESOCUPADO(A);NI;ARMA DE FOGO;julho;29;terça-feira;ADULTO;18;VESPERTINO
HOMICIDIO;17:10;NEÓPOLIS;CENTRO DE DETENCAO PROVISORIA DE PIRANGI: ;MASCULINO;NEGRA;27;DETENTO;NI;ASFIXIA MECANICA PROVOCADA;janeiro;10;sexta-feira;ADULTO;17;VESPERTINO
HOMICIDIO;21:27;NEÓPOLIS;R DRA MIRIAM PINHEIRO VIEIRA DE SOUZA, CONDOMINIO MONTECARLO, CASA 10;MASCULINO;BRANCA;50;EMPRESARIO(A);SUPERIOR;ARMA DE FOGO;maio;19;segunda-feira;ADULTO;21;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;12:53;NI;HOSPITAL WAFREDO GURGEL;MASCULINO;PARDA;16;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;julho;21;segunda-feira;ADOLESCENTE;13;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;23:35;NI;HOSPITAL WAFREDO GURGEL;MASCULINO;NEGRA;25;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;agosto;21;quinta-feira;ADULTO;24;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;23:41;NI;HOSPITAL WAFREDO GURGEL;MASCULINO;NEGRA;23;AGRICULTOR(A);ENSINO FUNDAMENTAL COMPLETO;OBJETO CONTUNDENTE;maio;26;segunda-feira;ADULTO;24;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;12:53;NI;HOSPITAL WAFREDO GURGEL;MASCULINO;PARDA;18;SERIGRAFISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;julho;24;quinta-feira;ADULTO;13;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;06:53;NI;HOSPITAL WAFREDO GURGEL;MASCULINO;PARDA;28;NI;NI;ARMA BRANCA;outubro;28;terça-feira;ADULTO;7;MATUTINO
LESAO CORPORAL SEGUIDA DE MORTE;NI;NI;HOSPITAL WAFREDO GURGEL;MASCULINO;PARDA;38;NI;NI;ARMA BRANCA;outubro;18;sábado;ADULTO;NI;NI
LESAO CORPORAL SEGUIDA DE MORTE;23:57;NI;HOSPITAL DIOCLECIO MARQUES LUCENA;MASCULINO;PARDA;22;NI;NI;ARMA DE FOGO;dezembro;24;quarta-feira;ADULTO;24;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;03:32;NI;HOSPITAL WAFREDO GURGEL;MASCULINO;PARDA;25;NI;NI;ARMA DE FOGO;fevereiro;16;domingo;ADULTO;4;MADRUGADA
LESAO CORPORAL SEGUIDA DE MORTE;22:05;NI;HOSPITAL WAFREDO GURGEL;MASCULINO;PARDA;29;NI;NI;ARMA DE FOGO;novembro;18;terça-feira;ADULTO;22;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;06:06;NI;HOSPITAL WAFREDO GURGEL;MASCULINO;PARDA;38;NI;NI;ARMA DE FOGO;novembro;21;sexta-feira;ADULTO;6;MADRUGADA
LESAO CORPORAL SEGUIDA DE MORTE;20:01;NI;HOSPITAL WAFREDO GURGEL;MASCULINO;PARDA;16;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;dezembro;31;quarta-feira;ADOLESCENTE;20;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;20:41;NI;HOSPITAL WAFREDO GURGEL;MASCULINO;PARDA;16;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;novembro;2;domingo;ADOLESCENTE;21;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;20:18;NI;HOSPITAL WAFREDO GURGEL;MASCULINO;PARDA;17;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;outubro;25;sábado;ADOLESCENTE;20;NOTURNO
HOMICIDIO;21:27;NORDESTE;NI;MASCULINO;PARDA;16;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;setembro;23;terça-feira;ADOLESCENTE;21;NOTURNO
HOMICIDIO;23:50;NORDESTE;VIA PUBLIA NA AV RANIERI MAZZILLI;MASCULINO;NEGRA;22;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;setembro;7;domingo;ADULTO;24;NOTURNO
HOMICIDIO;19:15;NORDESTE;NI;MASCULINO;BRANCA;24;NI;NI;ARMA DE FOGO;outubro;29;quarta-feira;ADULTO;19;NOTURNO
HOMICIDIO;16:10;NORDESTE;ACADEMIA PUBLICA;MASCULINO;NEGRA;29;ESTUDANTE D;SUPERIOR;ARMA DE FOGO;julho;28;segunda-feira;ADULTO;16;VESPERTINO
HOMICIDIO;19:05;NOSSA SENHORA DE NAZARÉ;R EXPEDICIONARIO ADBAL DA CAMARA EM FRENTE AO Nº 33;FEMININO;PARDA;24;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;janeiro;16;quinta-feira;ADULTO;19;NOTURNO
HOMICIDIO;18:00;NOSSA SENHORA DE NAZARÉ;R JOAO TRAJANO Nº 2029;MASCULINO;BRANCA;34;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;março;16;domingo;ADULTO;18;VESPERTINO
HOMICIDIO;20:48;NOSSA SENHORA DE NAZARÉ;R DOS CAICOS LC;MASCULINO;NEGRA;16;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;janeiro;10;sexta-feira;ADOLESCENTE;21;NOTURNO
HOMICIDIO;NI;NOSSA SENHORA DE NAZARÉ;R LEOPOLDO BELTRANO COM A TV JERONIMO CAMARA;MASCULINO;BRANCA;18;DESOCUPADO(A);NI;ARMA BRANCA;abril;19;sábado;ADULTO;NI;NI
HOMICIDIO;NI;NOSSA SENHORA DE NAZARÉ;R HERMITA CANSACAO;MASCULINO;BRANCA;26;DESEMPREGADO;NI;ARMA DE FOGO;março;22;sábado;ADULTO;NI;NI
HOMICIDIO;18:00;NOSSA SENHORA DE NAZARÉ;R PEDRO TARGINO ;MASCULINO;PARDA;27;NI;NI;ARMA DE FOGO;outubro;13;segunda-feira;ADULTO;18;VESPERTINO
HOMICIDIO;07:10;NOSSA SENHORA DE NAZARÉ;R RUBENS MARIZ;MASCULINO;NEGRA;27;NI;NI;ARMA DE FOGO;julho;5;sábado;ADULTO;7;MATUTINO
HOMICIDIO;22:19;NOSSA SRA DA APRESENTAÇÃO;AV BOA SORTE;MASCULINO;PARDA;31;CABELEIREIRO(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;dezembro;4;quinta-feira;ADULTO;22;NOTURNO
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;AV BOA SORTE;MASCULINO;PARDA;19;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;maio;10;sábado;ADULTO;NI;NI
HOMICIDIO;17:10;NOSSA SRA DA APRESENTAÇÃO;AV DAS FRONTEIRAS;MASCULINO;NEGRA;45;AGRICULTOR(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;maio;29;quinta-feira;ADULTO;17;VESPERTINO
LATROCINIO;13:38;NOSSA SRA DA APRESENTAÇÃO;AV INDUSTRIAL;MASCULINO;NEGRA;20;ACOUGUEIRO(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;setembro;24;quarta-feira;ADULTO;14;VESPERTINO
HOMICIDIO;21:27;NOSSA SRA DA APRESENTAÇÃO;AV INDUSTRIAL;FEMININO;PARDA;24;DO LAR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;março;2;domingo;ADULTO;21;NOTURNO
HOMICIDIO;12:50;NOSSA SRA DA APRESENTAÇÃO;ENCONTRADO NA R MARIA DO CARMO NAVARRO;MASCULINO;PARDA;23;CARROCEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;setembro;14;domingo;ADULTO;13;VESPERTINO
HOMICIDIO;18:00;NOSSA SRA DA APRESENTAÇÃO;R AFONSO MAGALHOES;MASCULINO;NEGRA;27;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;agosto;27;quarta-feira;ADULTO;18;VESPERTINO
LATROCINIO;18:00;NOSSA SRA DA APRESENTAÇÃO;R DEPUTADO JOAQUIM INACIO DE CARVALHO NETO - Nº 486 - JARDIM PROGRESSO;MASCULINO;NEGRA;43;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;maio;7;quarta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;19:44;NOSSA SRA DA APRESENTAÇÃO;R JOAO ANISIO (LOTEAMENTO JARDIM PROGRESSO);MASCULINO;PARDA;57;AGRICULTOR(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;abril;26;sábado;ADULTO;20;NOTURNO
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;R MANOEL MARIA - PROXIMO AO MERCADINHO SAO JORGE;MASCULINO;BRANCA;19;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;março;2;domingo;ADULTO;NI;NI
HOMICIDIO;21:37;NOSSA SRA DA APRESENTAÇÃO;R MONTE DAS GAMELEIRAS;MASCULINO;PARDA;14;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;setembro;14;domingo;ADOLESCENTE;22;NOTURNO
HOMICIDIO;19:15;NOSSA SRA DA APRESENTAÇÃO;R PEDRA BRANCA E A R MARANGUAPE;FEMININO;PARDA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;janeiro;16;quinta-feira;ADOLESCENTE;19;NOTURNO
HOMICIDIO;23:35;NOSSA SRA DA APRESENTAÇÃO;R POETA WALTER VARELA LC;MASCULINO;NEGRA;23;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;janeiro;7;terça-feira;ADULTO;24;NOTURNO
HOMICIDIO;12:50;NOSSA SRA DA APRESENTAÇÃO;R RECANTO DAS PRINCESAS - 420/3 - VALE DOURADO;MASCULINO;PARDA;42;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;agosto;30;sábado;ADULTO;13;VESPERTINO
HOMICIDIO;18:00;NOSSA SRA DA APRESENTAÇÃO;R RIZOMAR CORREIA DOS SANTOS;MASCULINO;PARDA;19;GESSEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;abril;1;terça-feira;ADULTO;18;VESPERTINO
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;R SAMPAIO CORREIA;MASCULINO;BRANCA;18;AUXILIAR DE CARPINTEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;fevereiro;21;sexta-feira;ADULTO;NI;NI
HOMICIDIO;09:25;NOSSA SRA DA APRESENTAÇÃO;R SAMPAIO CORREIA - LOT. ALIANCA;MASCULINO;BRANCA;24;ENCARREGADO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;fevereiro;11;terça-feira;ADULTO;9;MATUTINO
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;TV IRMA VITORIA;FEMININO;PARDA;32;DO LAR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;março;19;quarta-feira;ADULTO;NI;NI
HOMICIDIO;00:13;NOSSA SRA DA APRESENTAÇÃO;TV IRMA VITORIA;MASCULINO;PARDA;31;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;março;19;quarta-feira;ADULTO;0;NOTURNO
HOMICIDIO;19:13;NOSSA SRA DA APRESENTAÇÃO;TV LIBANES, 56,;MASCULINO;PARDA;58;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;dezembro;4;quinta-feira;ADULTO;19;NOTURNO
HOMICIDIO;19:03;NOSSA SRA DA APRESENTAÇÃO;TV SANTA ANA;MASCULINO;PARDA;23;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;março;28;sexta-feira;ADULTO;19;NOTURNO
HOMICIDIO;12:50;NOSSA SRA DA APRESENTAÇÃO;TV SAO JOSE, JARDIM PROGRESSO;FEMININO;PARDA;27;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;setembro;17;quarta-feira;ADULTO;13;VESPERTINO
HOMICIDIO;22:52;NOSSA SRA DA APRESENTAÇÃO;TV TARCISIO RIBEIRO;MASCULINO;PARDA;19;AUXILIAR ELETRICISTA;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;janeiro;25;sábado;ADULTO;23;NOTURNO
HOMICIDIO;18:34;NOSSA SRA DA APRESENTAÇÃO;TV TARCISIO RIBEIRO;MASCULINO;PARDA;18;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;janeiro;25;sábado;ADULTO;19;NOTURNO
HOMICIDIO;18:00;NOSSA SRA DA APRESENTAÇÃO;AV MARANGUAPE;MASCULINO;PARDA;54;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ESPANCAMENTO;maio;15;quinta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;01:09;NOSSA SRA DA APRESENTAÇÃO;TV MARCELITA;MASCULINO;BRANCA;39;CABELEIREIRO(A);ENSINO FUNDAMENTAL COMPLETO;ESPANCAMENTO;novembro;16;domingo;ADULTO;1;NOTURNO
HOMICIDIO;23:57;NOSSA SRA DA APRESENTAÇÃO;3ª TV AGUA, S/N AO LADO DA CASA DE Nº 40, PARQUE DOS COQUEIROS;MASCULINO;PARDA;25;ELETRICISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;agosto;2;sábado;ADULTO;24;NOTURNO
HOMICIDIO;23:21;NOSSA SRA DA APRESENTAÇÃO;3ª TV AGUA, S/N AO LADO DA CASA DE Nº 40, PARQUE DOS COQUEIROS;MASCULINO;PARDA;22;MOTORISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;agosto;2;sábado;ADULTO;23;NOTURNO
HOMICIDIO;18:00;NOSSA SRA DA APRESENTAÇÃO;AV MARANGUAPE;FEMININO;PARDA;13;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;fevereiro;23;domingo;ADOLESCENTE;18;VESPERTINO
HOMICIDIO;18:00;NOSSA SRA DA APRESENTAÇÃO;AV MARANGUAPE;MASCULINO;NEGRA;20;MOTORISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;setembro;25;quinta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;14:45;NOSSA SRA DA APRESENTAÇÃO;AV: SAMPAIO CORREIA - PROXIMO A UMA CASA DE SHOW - JADIM PROGRESSO ;MASCULINO;NEGRA;14;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;dezembro;26;sexta-feira;ADOLESCENTE;15;VESPERTINO
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;R ANTONIO VIANA;MASCULINO;NEGRA;45;MOTORISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;maio;18;domingo;ADULTO;NI;NI
HOMICIDIO;23:51;NOSSA SRA DA APRESENTAÇÃO;R DA INDEPENDENCIA;MASCULINO;NEGRA;20;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;agosto;1;sexta-feira;ADULTO;24;NOTURNO
HOMICIDIO;18:00;NOSSA SRA DA APRESENTAÇÃO;R DAS LARANJEIRAS LC;MASCULINO;BRANCA;28;MECANICO(A);ENSINO MEDIO COMPLETO;ARMA DE FOGO;janeiro;3;sexta-feira;ADULTO;18;VESPERTINO
LATROCINIO;20:02;NOSSA SRA DA APRESENTAÇÃO;R DOS CANAEIROS Nº 32 LC;FEMININO;NEGRA;32;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;janeiro;9;quinta-feira;ADULTO;20;NOTURNO
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;R MANAIRA, CONJ ALVORADA 4 CJ;MASCULINO;NEGRA;20;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;outubro;7;terça-feira;ADULTO;NI;NI
HOMICIDIO;18:00;NOSSA SRA DA APRESENTAÇÃO;R PORTAL DAS FRONTEIRAS;FEMININO;NEGRA;24;VENDEDOR DE LOJA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;janeiro;14;terça-feira;ADULTO;18;VESPERTINO
HOMICIDIO;10:19;NOSSA SRA DA APRESENTAÇÃO;R RUTH MONTEIRO;MASCULINO;NEGRA;25;GARCOM;ENSINO MEDIO COMPLETO;ARMA DE FOGO;julho;5;sábado;ADULTO;10;MATUTINO
HOMICIDIO;18:00;NOSSA SRA DA APRESENTAÇÃO;TV JOSE LUIZ DA SILVA Nº 32;MASCULINO;BRANCA;38;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;março;7;sexta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;16:12;NOSSA SRA DA APRESENTAÇÃO;TV SEBASTIAO ANDRADE;MASCULINO;PARDA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;março;20;quinta-feira;ADULTO;16;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;21:27;NOSSA SRA DA APRESENTAÇÃO;R JOAO ANIZIO, AO LADO DO MERCADINHO CENTRAL, JARDIM PROGRESSO;FEMININO;PARDA;15;ESTUDANTE C;ENSINO MEDIO COMPLETO;ESPANCAMENTO;julho;5;sábado;ADOLESCENTE;21;NOTURNO
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;AV TRES IRMAOS;MASCULINO;BRANCA;50;APOSENTADO(A);NI;ARMA BRANCA;abril;21;segunda-feira;ADULTO;NI;NI
HOMICIDIO;01:41;NOSSA SRA DA APRESENTAÇÃO;AV BOA SORTE;MASCULINO;BRANCA;34;RECICLADOR;NI;ARMA DE FOGO;abril;12;sábado;ADULTO;2;MADRUGADA
HOMICIDIO;12:50;NOSSA SRA DA APRESENTAÇÃO;AV MARANGUAPE;FEMININO;PARDA;17;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;setembro;13;sábado;ADOLESCENTE;13;VESPERTINO
HOMICIDIO;22:29;NOSSA SRA DA APRESENTAÇÃO;AV PRIMAVERA;MASCULINO;NEGRA;20;DESOCUPADO(A);NI;ARMA DE FOGO;maio;25;domingo;ADULTO;22;NOTURNO
HOMICIDIO;14:45;NOSSA SRA DA APRESENTAÇÃO;AV SANTAREM, VALE DOURADO;MASCULINO;PARDA;23;NI;NI;ARMA DE FOGO;dezembro;29;segunda-feira;ADULTO;15;VESPERTINO
HOMICIDIO;19:51;NOSSA SRA DA APRESENTAÇÃO;JARDIM PROGRESSO;MASCULINO;NEGRA;33;NI;NI;ARMA DE FOGO;agosto;10;domingo;ADULTO;20;NOTURNO
HOMICIDIO;16:29;NOSSA SRA DA APRESENTAÇÃO;R CHICO MENDES;MASCULINO;NEGRA;17;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;junho;1;domingo;ADOLESCENTE;16;VESPERTINO
HOMICIDIO;18:00;NOSSA SRA DA APRESENTAÇÃO;R COMANDANTE BALDUINO;MASCULINO;NEGRA;40;NI;NI;ARMA DE FOGO;dezembro;29;segunda-feira;ADULTO;18;VESPERTINO
HOMICIDIO;17:10;NOSSA SRA DA APRESENTAÇÃO;R DO CARCERES, VALED DOURADO;MASCULINO;PARDA;16;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;julho;26;sábado;ADOLESCENTE;17;VESPERTINO
HOMICIDIO;23:51;NOSSA SRA DA APRESENTAÇÃO;R DOS PORTUGUESES;MASCULINO;NEGRA;20;DESEMPREGADO;NI;ARMA DE FOGO;agosto;4;segunda-feira;ADULTO;24;NOTURNO
HOMICIDIO;16:44;NOSSA SRA DA APRESENTAÇÃO;R FLORA, LOTEAMENTO JARDIM PROGRESSO;MASCULINO;PARDA;17;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;outubro;27;segunda-feira;ADOLESCENTE;17;VESPERTINO
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;R JOAO PAULO II LOT. VALE DOURADO;MASCULINO;PARDA;25;NI;NI;ARMA DE FOGO;outubro;26;domingo;ADULTO;NI;NI
HOMICIDIO;20:01;NOSSA SRA DA APRESENTAÇÃO;R JOAQUIM MORTIN 5-A, VALE DOURADO;MASCULINO;NEGRA;21;NI;NI;ARMA DE FOGO;junho;14;sábado;ADULTO;20;NOTURNO
HOMICIDIO;21:37;NOSSA SRA DA APRESENTAÇÃO;R JOSE TORRES, VALE DOURADO;MASCULINO;NEGRA;40;NI;NI;ARMA DE FOGO;setembro;17;quarta-feira;ADULTO;22;NOTURNO
HOMICIDIO;20:44;NOSSA SRA DA APRESENTAÇÃO;R MANOEL MARIA - EM FRENTE Nº 337 - JARDIM PROGRESSO;MASCULINO;PARDA;20;DESOCUPADO(A);NI;ARMA DE FOGO;fevereiro;26;quarta-feira;ADULTO;21;NOTURNO
HOMICIDIO;17:12;NOSSA SRA DA APRESENTAÇÃO;R NOVA COLINA, 70;MASCULINO;BRANCA;20;NI;NI;ARMA DE FOGO;outubro;29;quarta-feira;ADULTO;17;VESPERTINO
HOMICIDIO;20:18;NOSSA SRA DA APRESENTAÇÃO;R PADRE CICERO - LOTEAMENTO JARDIM PROGRESSO;MASCULINO;NEGRA;49;NI;NI;ARMA DE FOGO;dezembro;15;segunda-feira;ADULTO;20;NOTURNO
HOMICIDIO;22:12;NOSSA SRA DA APRESENTAÇÃO;R PONTE NOVA, VALE DOURADO;MASCULINO;PARDA;25;NI;NI;ARMA DE FOGO;novembro;11;terça-feira;ADULTO;22;NOTURNO
HOMICIDIO;18:00;NOSSA SRA DA APRESENTAÇÃO;R RIZOMAR CORREIA DOS SANTOS;MASCULINO;NEGRA;20;FEIRANTE;NI;ARMA DE FOGO;abril;12;sábado;ADULTO;18;VESPERTINO
HOMICIDIO;19:07;NOSSA SRA DA APRESENTAÇÃO;R SAO SEBASTIAO, LOTEAMENTO JARDIM PROGRESSO;MASCULINO;NEGRA;39;DESOCUPADO(A);NI;ARMA DE FOGO;julho;15;terça-feira;ADULTO;19;NOTURNO
HOMICIDIO;23:22;NOSSA SRA DA APRESENTAÇÃO;R SAO SEBASTIAO, LOTEAMENTO JARDIM PROGRESSO;MASCULINO;NEGRA;41;DESOCUPADO(A);NI;ARMA DE FOGO;julho;15;terça-feira;ADULTO;23;NOTURNO
HOMICIDIO;21:02;NOSSA SRA DA APRESENTAÇÃO;R SEIS DE OUTUBRO, JARDIM PROGRESSO;MASCULINO;PARDA;42;NI;NI;ARMA DE FOGO;dezembro;31;quarta-feira;ADULTO;21;NOTURNO
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;R VALE DO SABUGI, VALE DOURADO;MASCULINO;NEGRA;22;DESOCUPADO(A);NI;ARMA DE FOGO;julho;24;quinta-feira;ADULTO;NI;NI
HOMICIDIO;21:37;NOSSA SRA DA APRESENTAÇÃO;TV JOAO F. DA SILVA, LOTEAMENTO VALE DOURADO;MASCULINO;PARDA;32;DESOCUPADO(A);NI;ARMA DE FOGO;setembro;13;sábado;ADULTO;22;NOTURNO
HOMICIDIO;22:12;NOSSA SRA DA APRESENTAÇÃO;TV JOSE PAULINO, LOTEAMENTO JARDIM PROGRESSO;MASCULINO;BRANCA;30;NI;NI;ARMA DE FOGO;novembro;17;segunda-feira;ADULTO;22;NOTURNO
HOMICIDIO;23:22;NOSSA SRA DA APRESENTAÇÃO;TV NOVA CANAA;MASCULINO;BRANCA;34;DESEMPREGADO;NI;ARMA DE FOGO;abril;20;domingo;ADULTO;23;NOTURNO
HOMICIDIO;18:52;NOSSA SRA DA APRESENTAÇÃO;TV SANTA ANA, JARDIM PROGRESSO;MASCULINO;BRANCA;21;NI;NI;ARMA DE FOGO;dezembro;5;sexta-feira;ADULTO;19;NOTURNO
HOMICIDIO;20:31;NOSSA SRA DA APRESENTAÇÃO;VIA PUBLICA NAO DETERMINADA;MASCULINO;PARDA;60;NI;NI;ARMA DE FOGO;dezembro;1;segunda-feira;IDOSO;21;NOTURNO
HOMICIDIO;15:19;NOSSA SRA DA APRESENTAÇÃO;R DA FE ;MASCULINO;PARDA;27;NI;NI;ESPANCAMENTO;novembro;25;terça-feira;ADULTO;15;VESPERTINO
HOMICIDIO;18:00;NOVA DESCOBERTA;AV XAVIER DA SILVEIRA;MASCULINO;NEGRA;24;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;julho;18;sexta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;20:01;NOVA DESCOBERTA;R DO SUL;MASCULINO;NEGRA;29;CASEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;abril;20;domingo;ADULTO;20;NOTURNO
HOMICIDIO;NI;NOVA DESCOBERTA;R PRESBITERO EXPEDITO NEVES;MASCULINO;BRANCA;40;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;abril;25;sexta-feira;ADULTO;NI;NI
HOMICIDIO;NI;NOVA DESCOBERTA;R NELSON MATOS Nº 328;MASCULINO;PARDA;26;TECNICO EM INSTALACAO;ENSINO MEDIO COMPLETO;ARMA DE FOGO;maio;1;quinta-feira;ADULTO;NI;NI
HOMICIDIO;19:06;NOVA DESCOBERTA;R PADRE GERMANO;MASCULINO;BRANCA;27;COPEIRO;ENSINO MEDIO COMPLETO;ARMA DE FOGO;fevereiro;16;domingo;ADULTO;19;NOTURNO
HOMICIDIO;NI;NOVA DESCOBERTA;VIA PUBLICA EM UMA PRACA DE NOVA DESCOBERTA;MASCULINO;PARDA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;novembro;13;quinta-feira;ADULTO;NI;NI
HOMICIDIO;23:38;NOVA DESCOBERTA;AV NORTON CHAVES;MASCULINO;NEGRA;26;DESEMPREGADO;NI;ARMA DE FOGO;julho;3;quinta-feira;ADULTO;24;NOTURNO
HOMICIDIO;10:00;NOVA DESCOBERTA;R REVEREDO WILLIAM POSTER,357;MASCULINO;PARDA;26;NI;NI;ARMA DE FOGO;outubro;19;domingo;ADULTO;10;MATUTINO
LATROCINIO;18:00;NOVA DESCOBERTA;R KEGINALDO CAVALCANTI Nº 188;MASCULINO;BRANCA;74;MILITAR;SUPERIOR;ARMA DE FOGO;fevereiro;7;sexta-feira;IDOSO;18;VESPERTINO
HOMICIDIO;14:10;PAJUÇARA;AV MOEMA TINOCO;MASCULINO;PARDA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;janeiro;14;terça-feira;ADOLESCENTE;14;VESPERTINO
